LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
LB-101630,BOSTONIAN HOTEL LIMITED PARTNERSHIP,The Bostonian Boston - A Millennium Hotel,NONE,IN WHOLE OF SAID BUILDING; AND TO INCLUDE AN OUTSIDE SEASONAL TERRACE/PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS BETWEEN THE HOURS OF 8:00 A.M. - 11:00 P.M. EXCEPTING THEREFROM 1250 SQUARE FEET OF RETAIL SPACE ON FIRST FLOOR OF CORNER OF NORTH AND BLACKSTONE STREET.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,2:30 AM,0,BOSTONIAN HOTEL LIMITED PARTNERSHIP,NULL,20,60,  North ST,Boston,MA,2109,"(42.360699, -71.056342)"
LB-101663,"HERSHA HOSPITALITY MANAGEMENT, L.P.",THE BOXER,NONE,IN WHOLE OF SAID  FULL SERVICE  39  100 SF HOTEL WITH RESTAURANT AND LOUNGE AND FOUR ENTRANCES/EXITS.  ALSO  FOR THE APPROVAL OF A HOTEL MANAGEMENT AGREEMENT BETWEEN HHLP BULFINCH LESSEE  LLC AND HERSHA HOSPITALITY MANAGEMENT  L.P.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"HERSHA HOSPITALITY MANAGEMENT, L.P.",NULL,119,,  Merrimac ST,Boston,MA,2114,"(42.363933, -71.062461)"
LB-98982,"378 CENTRE STREET, INC.",THE BRENDAN BEHAN PUB,NONE,Bulkhead entrance to cellar for stock; in one room on first floor; and cellar for stock.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,92,"378 CENTRE STREET, INC.",NULL,,, Centre St,Jamaica Plain,MA,2130,"(0.0, 0.0)"
LB-99151,BALLDON PROP 1 LLC,THE BRIAR ROSE,The Board granted permission to serve alcohol with Sunday brunch.,In three rooms - prep and work area and kitchen on the first floor;  Second Floor function room; Basement for stock.  GROUND FLOOR 110 SEATED  18 STANDING  1'ST FLOOR 40 SEATED  86 STANDING.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,254,BALLDON PROP 1 LLC,NULL,1300,1304, Hyde Park Av,Hyde Park,MA,2136,"(0.0, 0.0)"
LB-99115,"WHO'S ON FIRST, INC.",THE BULLPEN,NONE,In one room in basement with kitchen; cellar for stock.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,325,"WHO'S ON FIRST, INC.",NULL,21,, Yawkey Wy,Boston,MA,2215,"(0.0, 0.0)"
LB-99783,552 TREMONT LLC,THE BUTCHER SHOP,NONE,IN ONE ROOM ON THE FIRST FLOOR CAFE AND KITCHEN  ENTRANCE/EXIT TREMONT STREET AND WALTHAM STREET; BASEMENT FOR STORAGE.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,30,552 TREMONT LLC,NULL,552,,  Tremont ST,Roxbury,MA,2118,"(42.34376, -71.07146)"
LB-99142,"CAPITAL GRILLE HOLDINGS, INC.",THE CAPITAL GRILLE,NONE,ON ONE FLOOR WITHIN THE HYNES CONVENTION CENTER WITH ROOMS FOR DINING AND BAR  KITCHEN AND STORAGE.  MAIN ENTRANCE/EXIT LOCATED ON BOYLSTON STREET WITH ADDITIONAL ENTRANCES/EXITS LOCATED ON DALTON STREET AND THROUGH THE HYNES CONVENTION CENTER.  ALSO TO INCLUDE AN OUTDOOR PATIO FOR 32 PATRONS ON PRI,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,342,"CAPITAL GRILLE HOLDINGS, INC.",NULL,900,,  Boylston ST,Boston,MA,2115,"(0.0, 0.0)"
LB-99386,"THE CATERED AFFAIR, INC.",THE CATERED AFFAIR,FOR DETAILS REGARDING CAPACITY SEE ISD CERTIFICATES,BOSTON PUBLIC LIBRARY  IN WHOLE OF SAID BUILDING INCLUDING FIRST FLOOR  MEZZANINE  SECOND AND THIRD FLOORS AND COURTYARD WITH ENTRANCE AND EXITS ON DARTMOUTH STREET AND BOYLSTON STREET TO INCLUDE CAFE AND DINING ROOM ON FIRST FLOOR AND FUNCTION ROOMS ON FIRST FLOOR  MEZZANINE  SECOND AND THIRD FLOOR,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,2727,"THE CATERED AFFAIR, INC.",NULL,700,,  Boylston ST,Boston,MA,2116,"(42.349231, -71.078658)"
LB-99129,"CHLN, INC.",THE CHART HOUSE,,Capacity breakdown: 1st fl - 133; 2nd fl - 75; basement - 89. IN WHOLE OF SAID BUILDING AND TO INCLUDE TWO (2) OUTDOOR PATIOS.  FRONT PATIO WITH SEATING FOR 76 PATRONS.  REAR PATIO WITH SEATING FOR 72.  PATIO HOURS OF OPERATION 11:30-11:00 PM.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,297,"CHLN, INC.",NULL,58,60,  Long Wharf RO,Boston,MA,2110,"(42.360145, -71.049594)"
LB-99130,"THE CHEESECAKE FACTORY RESTAURANTS, INC.",THE CHEESECAKE FACTORY,PATIO CONDITIONS: 1.) ALCOHOL SERVICE IN CONJUNCTION WITH FOOD ONLY ON PATIO.  2.) PATIO TO BE STAFFED AT ALL TIMES. 3.) PATIO CLOSING HOURS: 10:00 P.M. ON BELVIDERE STREET AND 11:00 P.M. ON HUNTINGTON AVENUE.,IN ONE LARGE ROOM ON THE GROUND FLOOR WITH ENTRANCE/EXIT ON BELVIDERE STREET AND HUNTINGTON AVENUE; KITCHEN AND STORAGE IN THE REAR & TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 26 PATRONS FROM APRIL THROUGH OCTOBER ON HUNTINGTON AVENUE  AND AN OUTDOOR SEASONAL PATIO FOR 20 PATRONS ON BELVIDERE STREET,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,376,"THE CHEESECAKE FACTORY RESTAURANTS, INC.",NULL,115,,  Huntington AV,Boston,MA,2199,"(0.0, 0.0)"
LB-99256,"DRAM, LLC",THE CITIZEN,PATIO CONDITIONS:  1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) 11:00 P.M. CLOSING,IN ONE ROOM ON GROUND FLOOR WITH KITCHEN  OFFICE/STORAGE AND RESTROOMS IN REAR; MAIN ENTRANCE ON BOYLSTON STREET. AND EMERGENCY EXITS TO BOYLSTON AND JERSEY STREETS; AND TO INCLUDE AN OUTDOOR PATIO ALONG BOYLSTON STREET FOR 36 PATRONS ON PRIVATE PROPERTY. INSIDE CAPACITY 80 SEATED  33 STANDING.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,113,"DRAM, LLC",NULL,1330,, Boylston St,Boston,MA,2215,"(0.0, 0.0)"
LB-98847,"THE COLLEGE CLUB OF BOSTON, INC.",THE COLLEGE CLUB OF BOSTON,NONE,IN TWO FUNCTION ROOMS ON THE FIRST FLOOR  KNOWN AS THE DRAWING ROOM AND THE MEMBERS ROOM; KITCHEN AND STORAGE IN THE BASEMENT; EMERGENCY EXIT IN REAR OF BUILDING OUT TO THE ALLEY.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBMW,Club Malt & Wine,NULL,11:00 PM,11:30 PM,182,"THE COLLEGE CLUB OF BOSTON, INC.",NULL,44,,  Commonwealth AV,Boston,MA,2116,"(42.35273, -71.07335)"
LB-101569,"FACILITY CONCESSION SERVICES, INC.",THE COLONIAL THEATRE,,Basement lobby  first  second and third floor  lobby and cellar for stock,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,GOPAL,GOP All Alc.,NULL,1:00 AM,1:30 AM,1658,"FACILITY CONCESSION SERVICES, INC.",NULL,98,106,  Boylston ST,Boston,MA,2116,"(42.352044, -71.065328)"
LB-99097,"BADOINKAS, LLC",THE COMMON GROUND,A.) 10:00 P.M. CLOSING ON PATIO.,UNNUMBERED REAR ENTRANCE; IN THREE ROOMS AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK AND  TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY FOR 35 PATRONS SEATED AND STANDING BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M. CAPACITY BREAKDOWN: INSIDE -176 (96 STANDING  80 SEATED); OUTSIDE PATIO - 35.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,211,"BADOINKAS, LLC",NULL,83,87,  Harvard AV,Allston,MA,2134,"(42.353503, -71.132378)"
LB-99145,"NEXT DROP,INC.",THE CORNER,,Rear emergency exit to alley; In one room and kitchen on first floor; Rear room for stock.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,99,"NEXT DROP,INC.",NULL,33,, Massachusetts Av,Boston,MA,2215,"(0.0, 0.0)"
LB-99298,"FLAHERTY, INC.",THE CORNERSTONE,,16 18 West Broadway  rear entrance to cellar for stock; rear emergency exit; in three rooms and kitchen on the first floor; cellar for stock.  Capacity breakdown: 181 - dining; 65 - standing; 16 - seated.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,262,"FLAHERTY, INC.",(617)268-7158,16,18,W Broadway  ,South Boston,MA,2127,"(0.0, 0.0)"
LB-99545,"CALAMARI FISHERIES, INC.",THE DAILY CATCH,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN ONE ROOM  KITCHEN AREA  FIRST FLOOR - CELLAR FOR STOCK.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,20,"CALAMARI FISHERIES, INC.",NULL,323,, Hanover St,Boston,MA,2113,"(0.0, 0.0)"
LB-99799,"CALAMARI COURT, INC.",THE DAILY CATCH,96 Persons Seated; 4-Persons Standing; 7 Staff. Total of 107-Persons Inside.,IN TWO ROOMS FOR DINING ON FIRST FLOOR W/ BAR IN FRONT ROOM WITH 18 SEATS AND SERVICE BAR IN BACK ROOM WITH TWO ROOMS FOR KITCHEN  STORAGE IN REAR.  ALSO  TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 200 PATRONS; WITH A BAR WITH 38 SEATS AND A PORTABLE BAR FOR PRIVATE PARTIES BETWEEN,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,107,"CALAMARI COURT, INC.",NULL,2,, Northern Av,Boston,MA,2210,"(0.0, 0.0)"
LB-99450,"RED ROCKETS, LLC",THE DELUX,1:00 A.M. CLOSING ON ALL DAYS,IN ONE ROOM AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,62,"RED ROCKETS, LLC",NULL,100,,  Chandler ST,Boston,MA,2116,"(42.34626, -71.07288)"
LB-99284,"HALE MARKETING, INC.",THE DOGWOOD CAFÉ,,3712-3716 Washington St; three rear entrances from yard for stock & emergency exits; in three rooms with function area & kitchen on the first floor; second floor & basement for stock. Adding a seasonal patio with outdoor seating for 22 patrons on private property. Hours of operation: 11AM-11:00 PM,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,150,"HALE MARKETING, INC.",NULL,3712,, Washington St,Jamaica Plain,MA,2130,"(0.0, 0.0)"
LB-99339,"THE DUGOUT CAFE, INC.",THE DUGOUT,NONE,TWO UNNUMBERED ENTRANCES IN REAR FOR STOCK; IN ONE ROOM,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,96,"THE DUGOUT CAFE, INC.",NULL,722,,  Commonwealth AV,Boston,MA,2215,"(42.34957, -71.10598)"
LB-99419,"EWalk SE1, LLC",THE ELEPHANT WALK,NONE,ON FIRST FLOOR  TWO (2) MAIN DINING ROOMS WITH BAR LOCATED IN DINING ROOM #2  KITCHEN AND PRIVATE LOUNGE IN REAR OF BUILDING;  STORAGE IN BASEMENT.  MAIN ENTRANCE AND EXIT LOCATED ON WASHINGTON STREET.  PREMISES CONSISTS OF 3200 TOTAL SQUARE FEET.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,80,"EWALK SE1, LLC",(617)536-2662,1415,,  Washington ST,Roxbury,MA,2118,"(42.341226, -71.07053)"
LB-99325,"BOYLSTON ENTERTAINMENT, INC.",THE ESTATE,Approval of a Dress Code for Licensed Premises. LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,BASEMENT LEVELthe whole incl. lobby  storage & upper seating level Cap:275. lst Floor the whole lst fr-incl. storage kitchen Cap:400. 2nd Floor the whole of 2nd fr Cap:300 also to include room on 2nd flr of 3 Boylston Pl with no increase in capacity & an outdoor café on Boylston Pl with 35 persons.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,672,"BOYLSTON ENTERTAINMENT, INC.",NULL,1,, Boylston Pl,Boston,MA,2116,"(42.352142, -71.06615)"
LB-99380,"TOASTED BROTHERS BB, LLC",THE FRIENDLY TOAST,CLOSING HOUR AT 3:00 AM ON FRIDAY AND SATURDAY FOR FOOD SERVICE ONLY. ALCOHOL SERVICE WILL SEIZE AT 2:00 AM. PATIO CONDITIONS: 1.) ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY. 2.) ENTIRE PATIO TO BE STAFFED AT ALL TIMES. 3.) 11:00 P.M. CLOSING HOUR ON THE PATIO. 4.) PUBLIC IMPROVEMENT COMMISSION APPROVED FOR 46 SEATS.,IN ONE ROOM ON THE FIRST FLOOR DINING ROOM AND KITCHEN; ONE FUNCTION ROOM/LOUNGE PREP KITCHEN  STORAGE ROOM AND STOCKROOM IN LOWER LEVEL WITH AN OUTDOOR SEASONAL PATIO FOR 46 PATRONS FROM APRIL THROUGH OCTOBER.  Capacity breakdown: basement - 64,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,125,"TOASTED BROTHERS BB, LLC",(617)456-7849,35,, Stanhope St,Boston,MA,2116,"(0.0, 0.0)"
LB-159601,"The Frogmore, LLC",The Frogmore,NONE,2266 Square Feet on the first floor and 400 square feet of basement area; kitchen in the rear left corner of the restaurant; storage area in the lower left; entrance/exit located at the corner of Centre Street and Creighton Street; exit at the rear of the building.,02/05/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALN,CV7ALN - Neighborhood Restricted,NULL,2:00 AM,2:30 AM,95,"The Frogmore, LLC",(857)203-9462,365,,  Centre ST,Jamaica Plain,MA,2130,"(42.322657, -71.108212)"
LB-99191,"HENRY'S DELICATESSEN, LLC",THE GALLOWS,1.) CLOSING HOUR 1:00 A.M.  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,KITCHEN AND ONE DINING ROOM ON THE FIRST FLOOR  BASEMENT FOR PREPARATION AND STORAGE.  ENTRANCE AT 1395-1397 WASHINGTON STREET  WITH A REAR EXIT TO PASSAGEWAY LEADING TO UNION PARK STREET.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,90,"HENRY'S DELICATESSEN, LLC",NULL,1395,1397,  Washington ST,Roxbury,MA,2118,"(42.34136, -71.07015)"
LB-98983,"GALWAY HOUSE, INC.",THE GALWAY HOUSE,,Side emergency exit; rear entrance and bulkhead entrance in driveway for stock; in one room  kitchen and stockroom on first floor; cellar for stock.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,102,Galway House,NULL,,712,  Centre ST,Jamaica Plain,MA,2130,"(0.0, 0.0)"
LB-99540,"THE ISABELLA STEWART GARDNER MUSEUM, INCORPORATED",THE GARDNER MUSEUM,CAPACITY BREAKDOWN: CAFE 101: 62 PERSONS LIVING ROOM 102: 20 PERSONS STUDIO/CLASSROOM: 36 PERSONS MUSEUM EXPANSION 2ND FLOOR: 154 PERSONS(CALDERWOOD HALL) MUSEUM EXPANSION 2ND FLOOR: 91 PERSONS (SPECIAL EXHIBITION ROOM 202A) MUSEUM EXPANSION 3RD FLOOR: 60 PERSONS (CALDERWOOD HALL 1ST BALCONY) MUSEUM EXPANSION 4TH FLOOR: 60 PERSONS (CALDERWOOD HALL 2ND BALCONY) MUSEUM EXPANSION 5TH FLOOR: 60 PERSONS (CALDERWOOD HALL 3RD BALCONY). TOTAL CAPACITY:1 293 HISTORICAL BUILDING: 750 NEW WING: 543,ENTIRE FIRST FLOOR AND MONKS GARDEN FOR FUNCTIONS (EXISTING CAFE AND OUTSIDE TERRACE TO REMAIN); IN ONE (1) ROOM ON 2ND FLOOR FOR FUNCTIONS; IN TWO (2) ROOMS ON 4TH FLOOR FOR FUNCTIONS; BASEMENT FOR STORAGE. (ALL PER PLANS ON FILE WITH BOARD) AND TO ADD A NEW WING OF THE MUSEUM (A/K/A 25 EVANS WAY),11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,1293,"THE ISABELLA STEWART GARDNER MUSEUM, INCORPORATED",NULL,280,,  Fenway  ,Boston,MA,2115,"(42.338764, -71.098844)"
LB-99555,"SYMPHONY EXCHANGE, INC.",THE GINGER EXCHANGE,1.NO BAR.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,90,"SYMPHONY EXCHANGE, INC.",NULL,250,,  Huntington AV,Boston,MA,2115,"(42.342201, -71.08503)"
LB-99763,"1625 EXCHANGE, INC.",THE GINGER EXCHANGE,1.) MALT  WINE AND LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR  PATIO CONDITIONS:  1.) 10PM CLOSING HOUR  2.) PATIO MUST BE STAFFED AT ALL TIMES.  3.) ALCOHOL SERVICE WITH FOOD ONLY.,IN ONE ROOM  KITCHEN AND STORAGE ON FIRST FLOOR  ENTRANCE ON TREMONT STREET  WITH EMERGENCY EXIT IN THE REAR AND TO INCLUDE A SEASONAL OUTDOOR PATIO OFF REAR OF PREMISES FOR 24 PATRONS FROM MAY THROUGH OCTOBER BETWEEN THE HOURS OF 9:00 A.M. - 10:00 P.M.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,42,"1625 EXCHANGE, INC.",NULL,1625,,  Tremont ST,Roxbury,MA,2120,"(42.33392, -71.10354)"
LB-98913,Boston Pubs LLC,THE GINGER MAN,NONE,IN ONE ROOM AND MEZZANINE ON FIRST FLOOR WITH KITCHEN IN REAR; STORAGE AND FUNCTION ROOM IN THE BASEMENT.  CAPACITY BREAKDOWN: UPPER LEVEL - 277; LOWER LEVEL - 100.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,231,"BOSTON PUBS, LLC",NULL,148,,  State ST,Boston,MA,2109,"(42.359387, -71.054174)"
LB-99118,THE 15 LAGRANGE STREET CORPORATION,THE GLASS SLIPPER,,IN ONE ROOM ON THE FIRST FLOOR  IN ONE ROOM ON THE SECOND FLOOR WITH KITCHEN  STORAGE IN THE BASEMENT.  MANAGEMENT OFFICES AND DRESSING ROOMS FOR ENTERTAINERS ON THE 3RD FLOOR.  Capacity breakdown: 1st fl - 17 @ booths  16 @ stools  27 @ standing; 3rd fl - 25 seated  14 standing.,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,99,THE 15 LAGRANGE STREET CORPORATION,NULL,22,, Lagrange St,Boston,MA,2116,"(0.0, 0.0)"
LB-99633,"GLENVILLE TAVERN SERVICES, INC.",THE GLENVILLE STOPS,27-PERSONS BAR STOOLS; 48-PERSONS TABLE  CHAIRS; 20-PERSONS STANDING.,ONE STORY COMMERCIAL BUILDING AT 85-93 GLENVILLE AVE; ALLSTON  MA 02134 WITH 3 ENTRANCES/EXITS (2 ON GLENVILLE AVE. AND 1 IN REAR OF THE BUILDING)  CONTAINING 2 DINING ROOMS  1 KITCHEN  2 BATHROOMS  1 WALK IN COOLER  1 MOP ROOM AND BASEMENT.  WITH 1:00 A.M. CLOSING HOUR.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,95,"GLENVILLE TAVERN SERVICES, INC.",NULL,87,, Glenville Av,Allston,MA,2134,"(0.0, 0.0)"
LB-99186,"OXFORD HOTELS AND RESORTS, LLC",THE GODFREY HOTEL BOSTON,NONE,In whole of said building  known as 505 Washington Street (f/k/a 59 Temple Place)  consisting of 135 000 S.F.  242 guest rooms with minibar service  lobby  offices  conference and meeting rooms  a 4 257 square foot ground floor restaurant of 100 seats and a bar with 13 seats  and a lobby bar with 10,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,2:30 AM,0,"OXFORD HOTELS AND RESORTS, LLC",(617)634-2959,505,, Washington St,Boston,MA,2111,"(0.0, 0.0)"
LB-99227,"170, LLC",THE GRANARY TAVERN,NONE,170 MILK STREET ENTRANCE - FIRST FLOOR 2 ROOMS  BASEMENT FOR COOKING  STORAGE  STOCK WITH ADDITIONAL BAR AREA AND SEATING FOR DINING.  OUTSIDE SEASONAL PATIO ON PRIVATE LAND WITH 30 SEATS BETWEEN THE HOURS OF 11:00 A.M. - 1:00 A.M.  (CAPACITY BREAKDOWN: 206 PERSONS AS FOLLOWS: STREET LEVEL - 14-PERS,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,206,"170, LLC",NULL,170,, Milk St,Boston,MA,2109,"(0.0, 0.0)"
LB-98973,"DAVID N. MURRAY, INDIVIDUAL",THE GRAND CANAL,NONE,In one room on the first floor; basement for stock  kitchen  restrooms office  function rooms and outside patio for 60 patrons seated or 180 patrons standing.,11/29/2013 12:00:00 AM,12/31/2014 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,295,"DAVID N. MURRAY, INDIVIDUAL",NULL,69,,  Canal ST,Boston,MA,2114,"(42.36407, -71.05936)"
LB-99275,"GREEN BRIAR TAVERN, INC.",THE GREEN BRIAR,1.) SUNDAY OPENING AT 11:00 A.M. FOR THE SERVICE OF ALCOHOL.,Three rear entrances from yard for stock; in four rooms and kitchen on the first floor; cellar for stock; one room to be used for function with total seating capacity of 360 persons  and secondly to include an outdoor seasonal patio.,12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,360,"GREEN BRIAR TAVERN, INC.",NULL,280,306,  Washington ST,Brighton,MA,2135,"(42.348095, -71.150232)"
LB-99359,"GALWAY, INC.",THE HARP,1.Open 10:00 A.M on Sundays for the service of food only. 2. 310 persons on daytime and 693 persons on night time.,200 PORTLAND STREET - WITH ENTRANCE AND EXITS ON CAUSEWAY STREET AND PORTLAND STREET WITH FOUR ROOMS AND TWO BAR AREAS ON THE GROUND LEVEL AND FOUR ROOMS AND A KITCHEN WITH THREE STORE ROOMS IN THE LOWER LEVEL.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,693,"GALWAY, INC.",NULL,85,,  Causeway ST,Boston,MA,2114,"(42.364591, -71.062338)"
LB-99816,"ANGLO HOSPITALITY, INC.",THE HAVEN,NONE,IN TWO ROOMS ON FIRST FLOOR  KITCHEN AND STORAGE IN REAR.  CAPACITY BREAKDOWN: BAR - 6; FRONT - 9; DINING/LOUNGE - 30.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,45,"ANGLO HOSPITALITY, INC.",NULL,2,, Perkins St,Jamaica Plain,MA,2130,"(0.0, 0.0)"
LB-98969,"SPORTER'S CAFE, INC.",THE HILL,PATIO CONDITIONS:  1.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  2.) MUST BE STAFFED AT ALL TIMES.,IN ONE ROOM AND KITCHEN  FIRST FLOOR BASEMENT FOR STOCK AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 20 PATRONS BETWEEN THE HOURS OF NOON AND 11:00 P.M. DPW LAND,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,150,"SPORTER'S CAFE, INC.",NULL,228,,  Cambridge ST,Boston,MA,2114,"(42.360985, -71.06661)"
LB-99013,"BOSTON SPEAKEASY, INC.",THE HOPEWELL BAR & KITCHEN,Seasonal patio to be closed by 9:00 PM.,In three rooms  kitchen and stockroom on the first floor with seasonal patio.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,180,"BOSTON SPEAKEASY, INC.",NULL,1277,,  Commonwealth AV,Allston,MA,2134,"(42.34982, -71.13342)"
LB-99199,"MRJ, INC.",THE HUB PUB,,Rear emergency exit; in one room  balcony and kitchen first floor; cellar for stock.  CAPACITY BREAKDOWN: MEZZANINE - 80; 1ST FL - 70.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,150,"MRJ, INC.",NULL,18,,  Province ST,Boston,MA,2108,"(42.357254, -71.05958)"
